time,Bx,By,Bz,BT
17.443081,-5.76,-22.52,-18.69,29.83
17.445887,-6.17,-22.18,-18.86,29.76
17.454436,-6.11,-22.12,-18.88,29.72
17.465781,-6.08,-22.22,-19.14,29.95
17.477643,-6.08,-22.05,-19.37,29.97
17.484856,-6.02,-22.07,-19.31,29.94
17.496537,-5.83,-22.07,-19.71,30.16
17.506366,-5.49,-22.16,-19.93,30.31
17.515373,-5.42,-22.24,-20.29,30.59
17.525263,-5.25,-22.50,-20.14,30.65
17.534872,-5.21,-22.69,-20.25,30.85
17.544336,-5.48,-22.59,-20.04,30.70
17.555137,-5.62,-22.88,-20.03,30.92
17.566061,-5.68,-22.73,-20.19,30.93
17.574639,-5.91,-22.67,-20.18,30.92
17.585071,-6.09,-22.69,-20.06,30.89
17.596134,-6.15,-22.71,-19.91,30.82
17.604401,-5.93,-22.54,-19.91,30.65
17.614711,-5.91,-22.48,-20.06,30.70
17.625209,-5.64,-22.48,-20.16,30.72
17.636336,-5.61,-22.54,-19.89,30.58
17.645717,-5.59,-22.39,-19.97,30.52
17.654843,-5.46,-22.39,-19.73,30.33
17.665215,-5.33,-22.33,-19.56,30.16
17.675616,-5.12,-22.31,-19.52,30.08
17.684521,-5.27,-22.56,-19.74,30.44
17.695320,-5.36,-22.33,-19.61,30.20
17.705165,-5.49,-22.39,-19.54,30.22
17.715042,-5.33,-22.35,-19.76,30.31
17.725328,-5.48,-22.33,-19.74,30.31
17.738857,-5.59,-22.37,-19.89,30.45
17.745186,-5.76,-22.33,-20.08,30.58
17.756062,-5.81,-22.28,-20.14,30.59
17.765406,-5.98,-22.12,-20.06,30.46
17.775425,-5.91,-21.98,-19.88,30.21
17.784321,-5.96,-21.66,-19.76,29.92
17.795680,-5.98,-21.73,-19.56,29.84
17.805198,-5.85,-21.98,-19.52,29.97
17.815898,-5.57,-22.16,-19.28,29.90
17.824547,-5.53,-22.31,-19.24,29.98
17.839209,-5.61,-22.28,-19.14,29.90
17.845106,-5.55,-22.29,-19.07,29.86
17.854581,-5.70,-22.48,-19.24,30.13
17.864457,-5.49,-22.84,-19.33,30.42
17.875057,-5.49,-22.88,-19.39,30.48
17.885238,-5.34,-22.65,-19.22,30.18
17.894852,-5.59,-22.43,-19.46,30.21
17.904458,-5.40,-22.50,-19.52,30.27
17.915424,-5.53,-22.63,-19.48,30.37
17.925473,-5.42,-22.74,-19.43,30.40
17.934572,-5.33,-22.86,-19.24,30.35
17.950667,-5.40,-22.78,-19.16,30.25
17.954936,-5.31,-22.48,-19.07,29.95
17.964243,-5.49,-22.56,-19.22,30.14
17.975332,-5.53,-22.56,-19.12,30.09
17.985677,-5.76,-22.50,-19.16,30.11
17.996278,-5.78,-22.35,-19.28,30.07
18.005159,-5.79,-22.41,-19.22,30.08
18.014837,-5.87,-22.37,-19.09,29.99
18.024680,-6.06,-22.33,-19.18,30.05
18.036124,-6.11,-22.41,-19.31,30.21
18.044800,-6.09,-22.69,-19.16,30.32
18.054925,-5.98,-22.86,-19.07,30.36
18.065272,-5.79,-22.76,-18.99,30.21
18.074695,-5.64,-22.84,-18.71,30.06
18.085462,-5.72,-22.56,-18.77,29.90
18.096830,-5.59,-22.50,-19.16,30.08
18.104558,-5.64,-22.61,-19.24,30.22
18.114868,-5.74,-22.56,-19.22,30.18
18.124650,-5.51,-22.37,-19.35,30.09
18.135658,-5.49,-22.29,-19.48,30.11
18.145030,-5.59,-22.31,-19.56,30.19
18.155096,-5.87,-22.37,-19.82,30.46
18.164378,-5.83,-22.33,-19.95,30.51
18.175616,-5.93,-22.33,-19.76,30.40
18.185088,-5.81,-22.35,-19.67,30.33
18.195731,-5.66,-22.37,-19.76,30.38
18.205821,-5.89,-22.56,-19.78,30.57
18.215927,-6.00,-22.28,-19.93,30.49
18.225429,-5.93,-22.37,-19.91,30.53
18.238821,-5.62,-22.41,-19.99,30.55
18.245346,-5.62,-22.65,-19.89,30.67
18.255082,-5.57,-22.82,-19.97,30.83
18.264427,-5.34,-22.46,-20.04,30.58
18.274682,-5.57,-22.58,-19.76,30.52
18.284354,-5.42,-22.46,-19.69,30.36
18.294644,-5.51,-22.73,-19.50,30.45
18.304752,-5.68,-22.69,-19.63,30.53
18.314722,-5.68,-22.56,-19.37,30.27
